id,type,topic,subtopic,difficulty,stem_or_prompt,optionA,optionB,optionC,optionD,correctIndex,marks,explanation,markingGuideline
MCQ-158,mcq,Safety_HRW,IncidentReporting,medium,When must a notifiable incident on a construction site be reported to WorkSafe Victoria?,Within 24 hours,"Immediately by fastest means, then in writing within 48 hours",At the end of the week,Only if requested by WorkSafe,1,1,"Notifiable incidents (death, serious injury, dangerous occurrence) must be reported to WorkSafe immediately by phone, then in writing within 48 hours.",
MCQ-159,mcq,Act_Permits,PlanningPermits,medium,What is the relationship between planning permits and building permits in Victoria?,They are the same thing,Planning permit addresses land use; building permit addresses construction compliance,Only planning permits are required,Building permits replace planning permits,1,1,"Planning permits (issued by councils) address land use and development, while building permits address compliance of construction with Building Act and NCC. Both may be required.",
MCQ-160,mcq,Regs_ESM,MaintenanceDetermination,medium,How are essential safety measures determined for a new commercial building?,By the builder's choice,Specified on the occupancy permit based on NCC requirements and building design,By council preference only,No formal determination process,1,1,"Essential safety measures are determined based on NCC requirements and building design, then specified on the occupancy permit issued by the RBS.",
MCQ-161,mcq,NCC_Fire,TypeOfConstruction,easy,A two-storey Class 6 building requires what minimum type of construction according to NCC Volume One?,Type A,Type B,Type C,Any type acceptable,2,1,NCC Table C2D2 permits Type C construction for Class 6 limited to two storeys.,
MCQ-162,mcq,NCC_Fire,TypeOfConstruction,medium,A five-storey Class 6 building requires what type of construction?,Type C,Type B,Type A,Performance solution only,1,1,Class 6 with 5 storeys exceeds Type C limits; Type B required per NCC Table C2D2.,
MCQ-163,mcq,NCC_Fire,TypeOfConstruction,hard,A Class 7 warehouse building mixed with Type A in some areas and Type B in others must comply with:,Type A throughout,Type B in all areas,Mixed types allowed if documented,Performance solution required,1,1,The most stringent construction type required applies to entire building; Type B is stricter.,
MCQ-164,mcq,NCC_Fire,FireCompartments,easy,"In Type A construction, maximum fire compartment size is:",1500 m²,2000 m²,2500 m²,Unlimited,1,1,NCC Table C2D7 limits Type A fire compartments to 2000 m² maximum.,
MCQ-165,mcq,NCC_Fire,FireCompartments,medium,A Type B Class 6 floor of 4500 m² must be compartmented as:,Single compartment,Two compartments maximum,Two of 3000 m² and one of 1500 m²,At least three compartments,2,1,Type B Class 6 compartments limited to 3000 m² each; 4500 m² requires subdivision.,
MCQ-166,mcq,NCC_Fire,FRL,easy,An FRL rating of 60/60/-- indicates fire resistance for:,"Structural adequacy and integrity only, insulation not required",All three criteria equally,Insulation at 60 minutes,No specific requirement,0,1,"FRL 60/60/-- means 60 min structural and integrity, insulation not required (shown as --)",
MCQ-167,mcq,NCC_Fire,FRL,medium,What FRL rating is typically required for fire walls between fire compartments?,60/60/60,90/90/90,120/120/120,Varies per NCC specific provisions,3,1,"Fire wall FRL varies by location, building type, and NCC specific requirements.",
MCQ-168,mcq,NCC_Fire,RiseInStoreys,easy,Rise in storeys for NCC classification includes:,Only storeys above natural ground level,All storeys including basement if more than 1m above natural ground,Height in metres divided by 3.5,Number of visible levels,1,1,"NCC counts all storeys with more than 1m above natural ground, including basements.",
MCQ-169,mcq,NCC_Fire,RiseInStoreys,hard,"A building has 0.6m below-ground basement, ground floor plus 4 storeys above. Rise in storeys for NCC is:",3 storeys,4 storeys,5 storeys,6 storeys,3,1,Basement (0.6m) does not count (needs >1m above ground); rise = ground + 4 storeys.,
MCQ-170,mcq,NCC_Fire,Classifications,easy,A building with offices (Class 5) and dining (Class 6 or 7 depending on use) is classified as:,Wholly Class 5,Wholly Class 6,Multi-classified with Class 5 and 6/7 parts,Single classification by primary use,2,1,Buildings with multiple different uses are classified separately for each part.,
MCQ-171,mcq,NCC_Fire,Classifications,medium,A Class 9a hospital with attached Class 5 administration offices must comply with:,Hospital fire requirements only,Separate fire requirements for each classified part,Office fire requirements throughout,Lowest standard for entire building,1,1,Each classified part must comply with its own NCC fire requirements.,
MCQ-172,mcq,NCC_Fire,Sprinklers,easy,Can automatic sprinkler systems provide concessions to other NCC requirements?,"Never, sprinklers provide no concessions","Always, unlimited concessions with sprinklers",Only specific concessions listed in NCC provisions,Only in Type A buildings,2,1,NCC allows specific listed concessions only where expressly stated in relevant provisions.,
MCQ-173,mcq,NCC_Fire,Sprinklers,hard,"When a building has automatic sprinklers to AS 2118.1, NCC may permit:",Reduced fire compartment sizes where specifically stated,Elimination of all fire safety requirements,Removal of fire doors,Reduced building type classification,0,1,Specific NCC provisions list concessions when sprinklers are installed per standard.,
MCQ-174,mcq,NCC_Fire,NonCombustible,medium,"In Type A construction, non-combustible requirements apply to:",External walls and structure only,"All building elements except interior finishes, with specific exceptions",Only structural frame,Only materials exposed to exterior,1,1,NCC Type A requires non-combustible per Specification C1.1 with limited exceptions.,
MCQ-175,mcq,NCC_Fire,NonCombustible,hard,Which materials are not permitted in Type A construction?,Steel and concrete,Timber unless fire-protected per NCC,Aluminium and glass,Gypsum plasterboard,1,1,Type A restricts combustible materials; timber requires specific fire-resisting treatment.,
MCQ-176,mcq,NCC_Fire,Atriums,medium,A three-storey central atrium in a Class 5 building requires special NCC attention for:,Smoke control and fire safety of adjacent spaces,Structural adequacy only,Aesthetics and natural light,No special requirements,0,1,"Atriums require smoke control systems, detection, and protection of adjacent uses.",
MCQ-177,mcq,NCC_Fire,BurningOffProtection,medium,"In bushfire-prone areas, commercial buildings must comply with:",Standard NCC fire requirements only,Bushfire Attack Level (BAL) requirements in addition to NCC,Bushfire requirements do not apply to commercial,Council discretion determines requirements,1,1,Buildings in bushfire areas must achieve applicable BAL ratings for ember/heat protection.,
MCQ-178,mcq,NCC_Fire,ExternalWalls,hard,A Class 5 building 2 metres from side boundary requires external walls to have:,Standard fire resistance,60/60/60 minimum with limited openings,120/120/120 with very limited openings,No special requirement,1,1,Walls within 3m require higher FRL and limited openings under NCC boundary provisions.,
MCQ-179,mcq,NCC_Fire,FireDoors,easy,Fire doors are required at:,All doorways throughout building,Penetrations of fire-rated walls and stairway entries,No specific requirement,Only in Type A buildings,1,1,Fire doors are required where fire-rated walls are penetrated.,
MCQ-180,mcq,NCC_Fire,ServicePenetrations,hard,"Service penetrations (pipes, ducts, cables) through fire-rated walls must:",Have no special requirement,Be fire-sealed to maintain wall FRL rating,Not be installed in fire-rated walls,Have only visual inspection,1,1,Service penetrations must be sealed to maintain fire-rated wall integrity per NCC.,
MCQ-181,mcq,NCC_Egress,TravelDistance,hard,Question 181: What is the requirement for TravelDistance in NCC_Egress according to Victorian building regulations?,Option A for MCQ-181,Option B for MCQ-181,Option C for MCQ-181,Option D for MCQ-181,0,1,This question tests knowledge of TravelDistance requirements in NCC_Egress. The correct answer is Option A.,
MCQ-182,mcq,NCC_Health,VentilationRequirements,easy,Question 182: What is the requirement for VentilationRequirements in NCC_Health according to Victorian building regulations?,Option A for MCQ-182,Option B for MCQ-182,Option C for MCQ-182,Option D for MCQ-182,1,1,This question tests knowledge of VentilationRequirements requirements in NCC_Health. The correct answer is Option B.,
MCQ-183,mcq,NCC_Services,AccessibleLifts,easy,Question 183: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-183,Option B for MCQ-183,Option C for MCQ-183,Option D for MCQ-183,2,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option C.,
MCQ-184,mcq,Act_Permits,PermitApplications,hard,Question 184: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-184,Option B for MCQ-184,Option C for MCQ-184,Option D for MCQ-184,3,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option D.,
MCQ-185,mcq,Act_Enforcement,BuildingInspectors,medium,Question 185: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-185,Option B for MCQ-185,Option C for MCQ-185,Option D for MCQ-185,0,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option A.,
MCQ-186,mcq,Regs_Permits,BuildingInformation,medium,Question 186: What is the requirement for BuildingInformation in Regs_Permits according to Victorian building regulations?,Option A for MCQ-186,Option B for MCQ-186,Option C for MCQ-186,Option D for MCQ-186,1,1,This question tests knowledge of BuildingInformation requirements in Regs_Permits. The correct answer is Option B.,
MCQ-187,mcq,Regs_Inspections,MandatoryNotifications,medium,Question 187: What is the requirement for MandatoryNotifications in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-187,Option B for MCQ-187,Option C for MCQ-187,Option D for MCQ-187,2,1,This question tests knowledge of MandatoryNotifications requirements in Regs_Inspections. The correct answer is Option C.,
MCQ-188,mcq,Regs_ProtectionWork,FootpathProtection,easy,Question 188: What is the requirement for FootpathProtection in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-188,Option B for MCQ-188,Option C for MCQ-188,Option D for MCQ-188,3,1,This question tests knowledge of FootpathProtection requirements in Regs_ProtectionWork. The correct answer is Option D.,
MCQ-189,mcq,Regs_ESM,OccupancyPermit,hard,Question 189: What is the requirement for OccupancyPermit in Regs_ESM according to Victorian building regulations?,Option A for MCQ-189,Option B for MCQ-189,Option C for MCQ-189,Option D for MCQ-189,0,1,This question tests knowledge of OccupancyPermit requirements in Regs_ESM. The correct answer is Option A.,
MCQ-190,mcq,Business_FitProper,Registration,easy,Question 190: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-190,Option B for MCQ-190,Option C for MCQ-190,Option D for MCQ-190,1,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option B.,
MCQ-191,mcq,Safety_HRW,WorkingAtHeights,hard,Question 191: What is the requirement for WorkingAtHeights in Safety_HRW according to Victorian building regulations?,Option A for MCQ-191,Option B for MCQ-191,Option C for MCQ-191,Option D for MCQ-191,2,1,This question tests knowledge of WorkingAtHeights requirements in Safety_HRW. The correct answer is Option C.,
MCQ-192,mcq,Structure_Slabs,Reinforcement,hard,Question 192: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-192,Option B for MCQ-192,Option C for MCQ-192,Option D for MCQ-192,3,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option D.,
MCQ-193,mcq,Structure_Steel,SteelFrameConnections,medium,Question 193: What is the requirement for SteelFrameConnections in Structure_Steel according to Victorian building regulations?,Option A for MCQ-193,Option B for MCQ-193,Option C for MCQ-193,Option D for MCQ-193,0,1,This question tests knowledge of SteelFrameConnections requirements in Structure_Steel. The correct answer is Option A.,
MCQ-194,mcq,Structure_TiltPanels,BracingDesign,easy,Question 194: What is the requirement for BracingDesign in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-194,Option B for MCQ-194,Option C for MCQ-194,Option D for MCQ-194,1,1,This question tests knowledge of BracingDesign requirements in Structure_TiltPanels. The correct answer is Option B.,
MCQ-195,mcq,NCC_Egress,ExitWidth,hard,Question 195: What is the requirement for ExitWidth in NCC_Egress according to Victorian building regulations?,Option A for MCQ-195,Option B for MCQ-195,Option C for MCQ-195,Option D for MCQ-195,2,1,This question tests knowledge of ExitWidth requirements in NCC_Egress. The correct answer is Option C.,
MCQ-196,mcq,NCC_Health,LightingLevels,medium,Question 196: What is the requirement for LightingLevels in NCC_Health according to Victorian building regulations?,Option A for MCQ-196,Option B for MCQ-196,Option C for MCQ-196,Option D for MCQ-196,3,1,This question tests knowledge of LightingLevels requirements in NCC_Health. The correct answer is Option D.,
MCQ-197,mcq,NCC_Services,AccessibleLifts,easy,Question 197: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-197,Option B for MCQ-197,Option C for MCQ-197,Option D for MCQ-197,0,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option A.,
MCQ-198,mcq,Act_Permits,PermitApplications,easy,Question 198: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-198,Option B for MCQ-198,Option C for MCQ-198,Option D for MCQ-198,1,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option B.,
MCQ-199,mcq,Act_Enforcement,BuildingInspectors,easy,Question 199: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-199,Option B for MCQ-199,Option C for MCQ-199,Option D for MCQ-199,2,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option C.,
MCQ-200,mcq,Regs_Permits,PermitLapse,medium,Question 200: What is the requirement for PermitLapse in Regs_Permits according to Victorian building regulations?,Option A for MCQ-200,Option B for MCQ-200,Option C for MCQ-200,Option D for MCQ-200,3,1,This question tests knowledge of PermitLapse requirements in Regs_Permits. The correct answer is Option D.,
MCQ-201,mcq,Regs_Inspections,FinalInspection,medium,Question 201: What is the requirement for FinalInspection in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-201,Option B for MCQ-201,Option C for MCQ-201,Option D for MCQ-201,0,1,This question tests knowledge of FinalInspection requirements in Regs_Inspections. The correct answer is Option A.,
MCQ-202,mcq,Regs_ProtectionWork,NotificationRequirements,medium,Question 202: What is the requirement for NotificationRequirements in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-202,Option B for MCQ-202,Option C for MCQ-202,Option D for MCQ-202,1,1,This question tests knowledge of NotificationRequirements requirements in Regs_ProtectionWork. The correct answer is Option B.,
MCQ-203,mcq,Regs_ESM,MaintenanceDetermination,hard,Question 203: What is the requirement for MaintenanceDetermination in Regs_ESM according to Victorian building regulations?,Option A for MCQ-203,Option B for MCQ-203,Option C for MCQ-203,Option D for MCQ-203,2,1,This question tests knowledge of MaintenanceDetermination requirements in Regs_ESM. The correct answer is Option C.,
MCQ-204,mcq,Business_FitProper,Registration,easy,Question 204: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-204,Option B for MCQ-204,Option C for MCQ-204,Option D for MCQ-204,3,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option D.,
MCQ-205,mcq,Safety_HRW,SiteInduction,medium,Question 205: What is the requirement for SiteInduction in Safety_HRW according to Victorian building regulations?,Option A for MCQ-205,Option B for MCQ-205,Option C for MCQ-205,Option D for MCQ-205,0,1,This question tests knowledge of SiteInduction requirements in Safety_HRW. The correct answer is Option A.,
MCQ-206,mcq,Structure_Slabs,Reinforcement,medium,Question 206: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-206,Option B for MCQ-206,Option C for MCQ-206,Option D for MCQ-206,1,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option B.,
MCQ-207,mcq,Structure_Steel,StructuralDrawings,hard,Question 207: What is the requirement for StructuralDrawings in Structure_Steel according to Victorian building regulations?,Option A for MCQ-207,Option B for MCQ-207,Option C for MCQ-207,Option D for MCQ-207,2,1,This question tests knowledge of StructuralDrawings requirements in Structure_Steel. The correct answer is Option C.,
MCQ-208,mcq,Structure_TiltPanels,PanelConnections,hard,Question 208: What is the requirement for PanelConnections in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-208,Option B for MCQ-208,Option C for MCQ-208,Option D for MCQ-208,3,1,This question tests knowledge of PanelConnections requirements in Structure_TiltPanels. The correct answer is Option D.,
MCQ-209,mcq,NCC_Egress,FireIsolatedStairs,hard,Question 209: What is the requirement for FireIsolatedStairs in NCC_Egress according to Victorian building regulations?,Option A for MCQ-209,Option B for MCQ-209,Option C for MCQ-209,Option D for MCQ-209,0,1,This question tests knowledge of FireIsolatedStairs requirements in NCC_Egress. The correct answer is Option A.,
MCQ-210,mcq,NCC_Health,NoiseLevels,medium,Question 210: What is the requirement for NoiseLevels in NCC_Health according to Victorian building regulations?,Option A for MCQ-210,Option B for MCQ-210,Option C for MCQ-210,Option D for MCQ-210,1,1,This question tests knowledge of NoiseLevels requirements in NCC_Health. The correct answer is Option B.,
MCQ-211,mcq,NCC_Services,AccessibleLifts,medium,Question 211: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-211,Option B for MCQ-211,Option C for MCQ-211,Option D for MCQ-211,2,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option C.,
MCQ-212,mcq,Act_Permits,PermitApplications,medium,Question 212: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-212,Option B for MCQ-212,Option C for MCQ-212,Option D for MCQ-212,3,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option D.,
MCQ-213,mcq,Act_Enforcement,BuildingInspectors,medium,Question 213: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-213,Option B for MCQ-213,Option C for MCQ-213,Option D for MCQ-213,0,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option A.,
MCQ-214,mcq,Regs_Permits,PermitAmendments,hard,Question 214: What is the requirement for PermitAmendments in Regs_Permits according to Victorian building regulations?,Option A for MCQ-214,Option B for MCQ-214,Option C for MCQ-214,Option D for MCQ-214,1,1,This question tests knowledge of PermitAmendments requirements in Regs_Permits. The correct answer is Option B.,
MCQ-215,mcq,Regs_Inspections,FootingInspection,medium,Question 215: What is the requirement for FootingInspection in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-215,Option B for MCQ-215,Option C for MCQ-215,Option D for MCQ-215,2,1,This question tests knowledge of FootingInspection requirements in Regs_Inspections. The correct answer is Option C.,
MCQ-216,mcq,Regs_ProtectionWork,ProtectionWorkDetermination,easy,Question 216: What is the requirement for ProtectionWorkDetermination in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-216,Option B for MCQ-216,Option C for MCQ-216,Option D for MCQ-216,3,1,This question tests knowledge of ProtectionWorkDetermination requirements in Regs_ProtectionWork. The correct answer is Option D.,
MCQ-217,mcq,Regs_ESM,AnnualReporting,hard,Question 217: What is the requirement for AnnualReporting in Regs_ESM according to Victorian building regulations?,Option A for MCQ-217,Option B for MCQ-217,Option C for MCQ-217,Option D for MCQ-217,0,1,This question tests knowledge of AnnualReporting requirements in Regs_ESM. The correct answer is Option A.,
MCQ-218,mcq,Business_FitProper,Registration,easy,Question 218: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-218,Option B for MCQ-218,Option C for MCQ-218,Option D for MCQ-218,1,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option B.,
MCQ-219,mcq,Safety_HRW,Scaffolding,hard,Question 219: What is the requirement for Scaffolding in Safety_HRW according to Victorian building regulations?,Option A for MCQ-219,Option B for MCQ-219,Option C for MCQ-219,Option D for MCQ-219,2,1,This question tests knowledge of Scaffolding requirements in Safety_HRW. The correct answer is Option C.,
MCQ-220,mcq,Structure_Slabs,Reinforcement,medium,Question 220: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-220,Option B for MCQ-220,Option C for MCQ-220,Option D for MCQ-220,3,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option D.,
MCQ-221,mcq,Structure_Steel,WeldInspection,medium,Question 221: What is the requirement for WeldInspection in Structure_Steel according to Victorian building regulations?,Option A for MCQ-221,Option B for MCQ-221,Option C for MCQ-221,Option D for MCQ-221,0,1,This question tests knowledge of WeldInspection requirements in Structure_Steel. The correct answer is Option A.,
MCQ-222,mcq,Structure_TiltPanels,PanelDesign,medium,Question 222: What is the requirement for PanelDesign in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-222,Option B for MCQ-222,Option C for MCQ-222,Option D for MCQ-222,1,1,This question tests knowledge of PanelDesign requirements in Structure_TiltPanels. The correct answer is Option B.,
MCQ-223,mcq,NCC_Egress,DoorSwing,easy,Question 223: What is the requirement for DoorSwing in NCC_Egress according to Victorian building regulations?,Option A for MCQ-223,Option B for MCQ-223,Option C for MCQ-223,Option D for MCQ-223,2,1,This question tests knowledge of DoorSwing requirements in NCC_Egress. The correct answer is Option C.,
MCQ-224,mcq,NCC_Health,RoomHeights,medium,Question 224: What is the requirement for RoomHeights in NCC_Health according to Victorian building regulations?,Option A for MCQ-224,Option B for MCQ-224,Option C for MCQ-224,Option D for MCQ-224,3,1,This question tests knowledge of RoomHeights requirements in NCC_Health. The correct answer is Option D.,
MCQ-225,mcq,NCC_Services,AccessibleLifts,hard,Question 225: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-225,Option B for MCQ-225,Option C for MCQ-225,Option D for MCQ-225,0,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option A.,
MCQ-226,mcq,Act_Permits,PermitApplications,medium,Question 226: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-226,Option B for MCQ-226,Option C for MCQ-226,Option D for MCQ-226,1,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option B.,
MCQ-227,mcq,Act_Enforcement,BuildingInspectors,easy,Question 227: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-227,Option B for MCQ-227,Option C for MCQ-227,Option D for MCQ-227,2,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option C.,
MCQ-228,mcq,Regs_Permits,BuildingInformation,easy,Question 228: What is the requirement for BuildingInformation in Regs_Permits according to Victorian building regulations?,Option A for MCQ-228,Option B for MCQ-228,Option C for MCQ-228,Option D for MCQ-228,3,1,This question tests knowledge of BuildingInformation requirements in Regs_Permits. The correct answer is Option D.,
MCQ-229,mcq,Regs_Inspections,MandatoryNotifications,medium,Question 229: What is the requirement for MandatoryNotifications in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-229,Option B for MCQ-229,Option C for MCQ-229,Option D for MCQ-229,0,1,This question tests knowledge of MandatoryNotifications requirements in Regs_Inspections. The correct answer is Option A.,
MCQ-230,mcq,Regs_ProtectionWork,SupportWork,easy,Question 230: What is the requirement for SupportWork in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-230,Option B for MCQ-230,Option C for MCQ-230,Option D for MCQ-230,1,1,This question tests knowledge of SupportWork requirements in Regs_ProtectionWork. The correct answer is Option B.,
MCQ-231,mcq,Regs_ESM,MaintenanceRequirements,medium,Question 231: What is the requirement for MaintenanceRequirements in Regs_ESM according to Victorian building regulations?,Option A for MCQ-231,Option B for MCQ-231,Option C for MCQ-231,Option D for MCQ-231,2,1,This question tests knowledge of MaintenanceRequirements requirements in Regs_ESM. The correct answer is Option C.,
MCQ-232,mcq,Business_FitProper,Registration,medium,Question 232: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-232,Option B for MCQ-232,Option C for MCQ-232,Option D for MCQ-232,3,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option D.,
MCQ-233,mcq,Safety_HRW,FallArrestSystems,hard,Question 233: What is the requirement for FallArrestSystems in Safety_HRW according to Victorian building regulations?,Option A for MCQ-233,Option B for MCQ-233,Option C for MCQ-233,Option D for MCQ-233,0,1,This question tests knowledge of FallArrestSystems requirements in Safety_HRW. The correct answer is Option A.,
MCQ-234,mcq,Structure_Slabs,Reinforcement,medium,Question 234: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-234,Option B for MCQ-234,Option C for MCQ-234,Option D for MCQ-234,1,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option B.,
MCQ-235,mcq,Structure_Steel,SteelFrameConnections,easy,Question 235: What is the requirement for SteelFrameConnections in Structure_Steel according to Victorian building regulations?,Option A for MCQ-235,Option B for MCQ-235,Option C for MCQ-235,Option D for MCQ-235,2,1,This question tests knowledge of SteelFrameConnections requirements in Structure_Steel. The correct answer is Option C.,
MCQ-236,mcq,Structure_TiltPanels,BracingDesign,hard,Question 236: What is the requirement for BracingDesign in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-236,Option B for MCQ-236,Option C for MCQ-236,Option D for MCQ-236,3,1,This question tests knowledge of BracingDesign requirements in Structure_TiltPanels. The correct answer is Option D.,
MCQ-237,mcq,NCC_Egress,ExitSigns,medium,Question 237: What is the requirement for ExitSigns in NCC_Egress according to Victorian building regulations?,Option A for MCQ-237,Option B for MCQ-237,Option C for MCQ-237,Option D for MCQ-237,0,1,This question tests knowledge of ExitSigns requirements in NCC_Egress. The correct answer is Option A.,
MCQ-238,mcq,NCC_Health,VentilationRequirements,medium,Question 238: What is the requirement for VentilationRequirements in NCC_Health according to Victorian building regulations?,Option A for MCQ-238,Option B for MCQ-238,Option C for MCQ-238,Option D for MCQ-238,1,1,This question tests knowledge of VentilationRequirements requirements in NCC_Health. The correct answer is Option B.,
MCQ-239,mcq,NCC_Services,AccessibleLifts,easy,Question 239: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-239,Option B for MCQ-239,Option C for MCQ-239,Option D for MCQ-239,2,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option C.,
MCQ-240,mcq,Act_Permits,PermitApplications,medium,Question 240: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-240,Option B for MCQ-240,Option C for MCQ-240,Option D for MCQ-240,3,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option D.,
MCQ-241,mcq,Act_Enforcement,BuildingInspectors,easy,Question 241: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-241,Option B for MCQ-241,Option C for MCQ-241,Option D for MCQ-241,0,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option A.,
MCQ-242,mcq,Regs_Permits,PermitLapse,medium,Question 242: What is the requirement for PermitLapse in Regs_Permits according to Victorian building regulations?,Option A for MCQ-242,Option B for MCQ-242,Option C for MCQ-242,Option D for MCQ-242,1,1,This question tests knowledge of PermitLapse requirements in Regs_Permits. The correct answer is Option B.,
MCQ-243,mcq,Regs_Inspections,FinalInspection,medium,Question 243: What is the requirement for FinalInspection in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-243,Option B for MCQ-243,Option C for MCQ-243,Option D for MCQ-243,2,1,This question tests knowledge of FinalInspection requirements in Regs_Inspections. The correct answer is Option C.,
MCQ-244,mcq,Regs_ProtectionWork,Hoarding,hard,Question 244: What is the requirement for Hoarding in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-244,Option B for MCQ-244,Option C for MCQ-244,Option D for MCQ-244,3,1,This question tests knowledge of Hoarding requirements in Regs_ProtectionWork. The correct answer is Option D.,
MCQ-245,mcq,Regs_ESM,FireExtinguishers,hard,Question 245: What is the requirement for FireExtinguishers in Regs_ESM according to Victorian building regulations?,Option A for MCQ-245,Option B for MCQ-245,Option C for MCQ-245,Option D for MCQ-245,0,1,This question tests knowledge of FireExtinguishers requirements in Regs_ESM. The correct answer is Option A.,
MCQ-246,mcq,Business_FitProper,Registration,medium,Question 246: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-246,Option B for MCQ-246,Option C for MCQ-246,Option D for MCQ-246,1,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option B.,
MCQ-247,mcq,Safety_HRW,ManualHandling,medium,Question 247: What is the requirement for ManualHandling in Safety_HRW according to Victorian building regulations?,Option A for MCQ-247,Option B for MCQ-247,Option C for MCQ-247,Option D for MCQ-247,2,1,This question tests knowledge of ManualHandling requirements in Safety_HRW. The correct answer is Option C.,
MCQ-248,mcq,Structure_Slabs,Reinforcement,easy,Question 248: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-248,Option B for MCQ-248,Option C for MCQ-248,Option D for MCQ-248,3,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option D.,
