id,type,topic,subtopic,difficulty,stem_or_prompt,optionA,optionB,optionC,optionD,correctIndex,marks,explanation,markingGuideline
PLAN-002,plan,NCC_Fire,FireIsolatedStairs,hard,"On the typical floor plan of a four-storey Class 5 office building, mark the required fire-isolated stairways serving as exits. Show the minimum FRL rating required for the stairway enclosure walls for Type B construction, and indicate whether any smoke lobbies are required at stairway entries.",,,,,,5,,Award marks for: (1) Correctly identifying that stairways connecting more than one storey in Class 5 must be fire-isolated (2) Showing stair enclosure with appropriate FRL (typically -/60/60 or -/90/90 for Type B) (3) Understanding when smoke lobbies may be required based on building height and class (4) Clear annotation of FRL requirements (5) Demonstration of understanding NCC Parts C3 and D3.
MCQ-081,mcq,NCC_Egress,StairDimensions,medium,"According to NCC Volume One, what is the minimum effective width for a fire-isolated stairway serving as a required exit in a multi-storey office building?",750 millimetres,850 millimetres,1000 millimetres,1200 millimetres,2,1,NCC requires a minimum effective width of 1000mm for fire-isolated stairways serving as required exits in commercial buildings.,
MCQ-082,mcq,Structure_Slabs,PostTensioning,hard,"In post-tensioned concrete slabs, at what stage must cables be stressed?",Immediately after concrete is poured,When concrete achieves the strength specified by the structural engineer,After 28 days in all cases,Stressing sequence is not critical,1,1,"Post-tensioned cables must be stressed when concrete reaches the minimum strength specified by the structural engineer, following the specified stressing sequence.",
MCQ-083,mcq,Safety_HRW,AsbestosAwareness,medium,"Before commencing demolition or renovation of a building constructed before 2004, what must be done regarding asbestos?",Assume no asbestos is present,Conduct an asbestos survey and implement management plan if asbestos is identified,Only test if asbestos is visible,Asbestos regulations only apply to buildings pre-1980,1,1,"Buildings constructed before 2004 may contain asbestos. An asbestos survey must be conducted, and if present, appropriate management and removal procedures must be followed.",
MCQ-084,mcq,Regs_ProtectionWork,Hoarding,medium,When is hoarding or fencing required around a construction site under Building Regulations 2018?,For all commercial construction,When determined necessary by the RBS for public protection,Only for sites exceeding $1 million value,Hoarding is optional,1,1,"The RBS determines when hoarding is required as protection work for public safety, considering the site location, work type, and risks.",
MCQ-085,mcq,NCC_Fire,SmokeExhaustSystems,hard,In which circumstances does NCC Volume One require smoke exhaust or smoke control systems?,All multi-storey buildings,"Based on building classification, fire-isolated exit requirements, and specific features like atriums",Only in buildings exceeding 25 metres,Smoke exhaust is always optional,1,1,"NCC requires smoke exhaust/control systems based on various triggers including building classification, provision of fire-isolated exits, atriums, and specific building features.",
MCQ-086,mcq,Act_Enforcement,VCATReview,medium,"If an applicant is dissatisfied with a decision by the VBA to refuse registration, what is their review option?",Appeal to the Supreme Court,Apply to VCAT for review of the decision,Request reconsideration by VBA only,No review rights exist,1,1,Decisions by the VBA regarding registration can be reviewed by the Victorian Civil and Administrative Tribunal (VCAT).,
MCQ-087,mcq,Regs_Permits,ReportAndConsent,hard,"For a building permit application for work in a flood-prone area, what additional documentation may be required?",Standard documentation only,Report and consent from the relevant floodplain management authority,Insurance documentation only,No additional documentation for flood areas,1,1,"Building Regulations require report and consent from relevant referral authorities for work in flood-prone areas, heritage overlays, or other constrained sites.",
MCQ-088,mcq,NCC_Health,Glazing,medium,"According to NCC Volume One, where must safety glass be used in commercial buildings?",In all windows,"In locations where human impact is likely, as specified in AS 1288",Only in ground floor windows,Safety glass is optional,1,1,"NCC Section F requires safety glazing in locations where human impact is likely, with specific requirements detailed in AS 1288 based on location and risk.",
MCQ-089,mcq,Structure_Steel,BoltTightening,medium,"For structural steel connections using high-strength bolts, what installation method ensures proper bolt tension?",Hand tightening only,Turn-of-nut method or calibrated torque wrench,Impact driver set to maximum,Bolt tension is not critical,1,1,"High-strength structural bolts require proper tensioning using approved methods such as turn-of-nut, calibrated torque wrench, or direct tension indicators.",
MCQ-090,mcq,Business_FitProper,CPDRequirements,easy,Are registered building practitioners in Victoria required to undertake continuing professional development (CPD)?,No CPD is required,"Yes, annual CPD is a condition of registration",Only for building surveyors,CPD is recommended but not mandatory,1,1,Registered building practitioners must complete mandatory CPD annually as a condition of maintaining registration with the VBA.,
PLAN-003,plan,NCC_Fire,FireCompartmentation,hard,"On the floor plan of a Class 5 office building of Type B construction, draw the fire compartment boundaries. The floor area shown is 3500 square metres. Indicate what FRL is required for any fire compartment walls you create, and confirm compliance with NCC maximum compartment sizes.",,,,,,5,,Award marks for: (1) Understanding that Type B Class 5 buildings are limited to 3000m² fire compartments (2) Correctly dividing the 3500m² floor into at least two compartments not exceeding 3000m² each (3) Showing fire compartment walls with appropriate FRL (typically -/60/60 minimum) (4) Correctly identifying locations where walls can create effective compartmentation (5) Reference to NCC Table C2D7.
MCQ-091,mcq,Safety_HRW,ElectricalSafety,medium,"On a construction site, what electrical safety measures are required for temporary power installations?",Standard domestic-type installation,"RCD protection, testing and tagging, and electrical work by licensed electricians",Extension cords are sufficient,No specific requirements for temporary installations,1,1,"Construction sites require RCD protection on all power circuits, regular testing and tagging of equipment, and all electrical work must be performed by licensed electricians.",
MCQ-092,mcq,NCC_Egress,Handrails,medium,"According to NCC Volume One, stairways in commercial buildings serving as required exits must have handrails on:",One side only,Both sides if the stairway width exceeds 1000mm,Both sides regardless of width for required exits,Handrails are optional,2,1,"NCC requires handrails on both sides of stairways serving as required exits in commercial buildings, regardless of stairway width.",
MCQ-093,mcq,Regs_ESM,AS1851Compliance,medium,AS 1851 specifies maintenance requirements for essential safety measures. How often must fire sprinkler systems be tested under this standard?,Monthly,Every 6 months,"Annually, with some components requiring more frequent inspection",Every 5 years,2,1,"AS 1851 requires annual testing of sprinkler systems, though some components (such as alarms and water supplies) require more frequent checks - typically 6-monthly.",
MCQ-094,mcq,Act_Permits,MunicipalVsPrivateRBS,medium,What is the key difference between a municipal building surveyor and a private building surveyor in Victoria?,Municipal surveyors have higher qualifications,Municipal surveyors are council employees; private surveyors are engaged by the permit applicant,Private surveyors can only assess domestic work,There is no functional difference,1,1,Municipal building surveyors are employed by councils and perform statutory functions for the council. Private building surveyors are engaged by applicants and act as the relevant building surveyor for specific permits.,
MCQ-095,mcq,Structure_Slabs,WaterproofMembranes,medium,"In a commercial building podium deck over occupied space, when must a waterproof membrane be installed?",Membranes are optional,When required to prevent water penetration to spaces below,Only in wet areas,"Only for roofs, not podium decks",1,1,"NCC requires waterproof membranes on all surfaces where water penetration could cause damage or health issues, including podium decks over occupied spaces.",
MCQ-096,mcq,NCC_Services,LiftRequirements,medium,"For a four-storey Class 5 office building, under what circumstances does NCC Volume One require passenger lift access?",Lifts are always required in buildings exceeding two storeys,When required for accessible paths of travel under disability access provisions,Lifts are optional in all Class 5 buildings,Only when the building exceeds 25 metres in height,1,1,"NCC Part D4 requires accessible paths of travel to all occupied levels, which typically necessitates lift access in multi-storey commercial buildings.",
MCQ-097,mcq,Safety_HRW,LoadingDocks,medium,What edge protection is required at a loading dock in a Class 8 warehouse?,No edge protection required,Edge protection or dock levellers that prevent falls,Signage only,Lighting is sufficient,1,1,"Loading docks require edge protection (rails/chains) or dock levellers to prevent falls, consistent with both NCC and workplace safety requirements.",
MCQ-098,mcq,Regs_Inspections,SwimmingPoolBarriers,medium,"Under Building Regulations 2018, who may conduct a barrier compliance inspection for a swimming pool?",The builder only,A registered building surveyor or registered building inspector,Any licensed plumber,The pool installer,1,1,Pool barrier inspections must be conducted by registered building surveyors or registered building inspectors with appropriate qualifications.,
MCQ-099,mcq,NCC_Fire,FireWalls,hard,"According to NCC Volume One, what is the primary purpose of a fire wall?",To provide structural support only,To separate buildings or parts of buildings to restrict fire spread,To reduce construction costs,To create architectural features,1,1,"Fire walls are designed to prevent fire spread between buildings or between parts of the same building, with specific FRL and construction requirements.",
MCQ-100,mcq,Act_Enforcement,SectionNotices,medium,"Under Section 37J of the Building Act 1993, what must an authorised person do when issuing a direction to an owner?",Verbal direction is sufficient,Give copies of the direction to the owner and relevant building surveyor,Only notify the owner,Publish the direction publicly,1,1,Section 37J requires that copies of directions be provided to both the owner and the relevant building surveyor to ensure all parties are informed.,
PLAN-004,plan,NCC_Egress,ExitLocations,hard,"On a typical floor plan of a Class 6 retail building, mark the required exit locations. The floor area is 1200m² with multiple tenancies. Show that exits are distributed appropriately and that the distance between alternative exits satisfies NCC requirements.",,,,,,4,,Award marks for: (1) Identifying that at least 2 exits are required (2) Showing exits distributed around the storey perimeter (3) Demonstrating exits are positioned so alternative paths don't converge closer than 6m (4) Understanding NCC D2D6 requirements for exit separation and distribution.
MCQ-101,mcq,Regs_Permits,PerformanceSolutions,hard,"When a performance solution is proposed for building work, what must the relevant building surveyor document under Building Regulations 2018?",Only the approval decision,"The performance requirement addressed, assessment method, expert judgement, and supporting documentation",A simple approval stamp,Performance solutions cannot be documented,1,1,"Regulation 38 requires RBS to document performance requirements met, assessment methods used, expert judgement relied upon, and supporting calculations or tests.",
MCQ-102,mcq,NCC_Fire,FireResistingTimber,medium,Under what circumstances can timber framing be used in a Type B construction building?,Timber cannot be used in Type B,Only if fire-protected to achieve required FRL,When specific concessions apply for low-rise residential buildings,Timber is unrestricted in Type B,2,1,"NCC Specification C1.1 provides specific concessions allowing timber framing in certain low-rise Class 2 and 3 buildings of Type B construction, subject to conditions.",
MCQ-103,mcq,Structure_Slabs,SoilTesting,medium,"Before designing footings for a commercial building, what soil investigation is typically required?",Visual inspection only,Geotechnical investigation and soil classification,No testing if nearby buildings exist,pH testing only,1,1,"Geotechnical investigation determines soil bearing capacity, classification, and other properties essential for footing design in accordance with AS 2870 or engineering requirements.",
MCQ-104,mcq,Safety_HRW,DemolitionPlanning,hard,"Before commencing demolition of a multi-storey commercial building, what documentation must be prepared?",No special documentation required,"Demolition plan complying with AS 2601, including hazard assessment and method statements",Building permit only,Public notification only,1,1,"AS 2601 requires a demolition plan including structural assessment, hazard identification, sequence of work, and safety measures before commencing demolition.",
MCQ-105,mcq,NCC_Services,DisabledFacilities,medium,"In a Class 5 office building, what facilities must be provided for people with disabilities beyond accessible toilets?",Accessible toilets are sufficient,"Accessible paths of travel, parking, entry, and facilities as required by DDA and NCC",Only wheelchair ramps,No additional facilities required,1,1,"NCC Part D4 requires comprehensive accessible features including paths of travel, parking, entries, facilities, signage, and amenities in accordance with the Disability Discrimination Act.",
MCQ-106,mcq,Act_Permits,BuildingWorkDefinition,medium,"Under the Building Act 1993, which of the following is considered building work?",Painting existing walls,Minor repairs not affecting structure,Structural alterations and additions,Cleaning gutters,2,1,"Building work under the Act includes construction, alteration, and structural work, but generally excludes minor repairs, maintenance, and painting.",
PLAN-005,plan,NCC_Services,SmokeDetectorPlacement,medium,"On a typical floor plan of a Class 5 office building, indicate appropriate locations for smoke detectors in accordance with AS 1670.1. Show coverage of corridors, open office areas, and any special detection requirements near fire-isolated stairs.",,,,,,4,,Award marks for: (1) Detector placement in corridors/circulation spaces (2) Understanding coverage areas and spacing requirements (3) Additional detection near stairway entries (4) Demonstrating knowledge that open office areas require coverage based on area and specific hazards.
MCQ-107,mcq,Regs_ProtectionWork,ShoreAndBrace,hard,"When demolishing a party wall shared with an adjoining building, what protection work is typically required?",No protection work needed,Shoring and weatherproofing of the exposed adjoining wall,Notification only,Insurance only,1,1,Demolition of party walls requires shoring of the remaining structure and weatherproofing of the exposed wall to protect the adjoining property.,
MCQ-108,mcq,NCC_Fire,CombustibleCladding,hard,"For buildings of Type A construction exceeding 25 metres, what restrictions apply to the use of combustible materials in external walls?",No combustible materials permitted without exception,Combustible materials prohibited unless tested to AS 5113 or specific NCC concessions apply,Any material is acceptable,Only aluminium composite panels are restricted,1,1,"NCC restricts combustible external wall materials in Type A buildings over 25m, requiring either non-combustible materials or systems tested to AS 5113, with limited specific concessions.",
MCQ-109,mcq,Business_FitProper,RegistrationClasses,medium,"If a Commercial Builder (Medium Rise) wants to also undertake steel erection work, what registration is required?",Medium rise registration covers all commercial work,Additional registration as Commercial Builder (Steel Erection) limited class,No additional registration needed,Only an engineer's certificate is required,1,1,Steel erection is a separate limited class of commercial builder registration and requires additional registration beyond medium rise.,
MCQ-110,mcq,Structure_Steel,ColumnBases,medium,Steel column base plates must be installed with what critical requirement?,Direct placement on concrete,Full bearing on grout bed and proper bolt embedment,Welding to reinforcement only,Adhesive only,1,1,Steel base plates require full bearing support via grouting and proper anchor bolt installation to transfer loads safely to the foundation.,
MCQ-111,mcq,Safety_HRW,NoiseManagement,medium,What noise restrictions typically apply to construction work in commercial areas of Victoria?,No noise restrictions apply,EPA and local council regulations specify permitted hours and noise levels,Noise is only regulated in residential areas,Any hours are acceptable with notification,1,1,"Construction noise is regulated by EPA Victoria and local council regulations, specifying permitted work hours and maximum noise levels even in commercial areas.",
MCQ-112,mcq,Regs_Inspections,ServicePenetrations,hard,Regulation 172 requires inspection of fire penetrations in which building types?,All buildings,"Class 2, 3, 4, 9a, and 9c buildings",Only Class 9a hospitals,Service penetrations do not require inspection,1,1,"Regulation 172(2) mandates inspection of fire protection methods for service penetrations in Class 2, 3, 4, 9a, and 9c buildings.",
MCQ-113,mcq,NCC_Egress,PathLighting,medium,What level of emergency lighting is required in egress paths according to NCC Volume One?,Full working level illumination,Not less than 1 lux horizontal illumination,0.5 lux minimum,Emergency lighting not required in egress paths,1,1,NCC requires emergency lighting in paths of egress to provide not less than 1 lux horizontal illumination at floor level.,
PLAN-006,plan,NCC_Fire,FRLWalls,medium,"On a floor plan showing a Class 5 building adjacent to a Class 6 shop, mark the fire separation wall required between these classifications. Indicate the minimum FRL required and whether any penetrations (doors) are permitted through this wall.",,,,,,4,,Award marks for: (1) Correctly identifying the need for fire separation between different classifications (2) Specifying appropriate FRL based on NCC requirements (typically -/60/60 or higher) (3) Understanding that penetrations require fire doors with appropriate FRL (4) Clear marking of fire-rated wall location.
MCQ-114,mcq,Act_Enforcement,PenaltyUnits,medium,Offences under the Building Act 1993 are typically expressed in penalty units. What is a penalty unit's current value in Victoria?,$92.45,$184.92,$500,It varies by offence type,1,1,"Penalty units are indexed annually. As of 2024-25, one penalty unit in Victoria is $184.92, though this should be verified for current applications.",
MCQ-115,mcq,Regs_ESM,FireExtinguishers,easy,Are portable fire extinguishers classified as essential safety measures under Victorian regulations?,"No, they are optional equipment","Yes, when required by NCC or specified on the occupancy permit",Only in Class 9a buildings,Only if the building has no sprinklers,1,1,"Portable fire extinguishers are ESM when required by NCC or specified on the occupancy permit, requiring maintenance per AS 1851.",
MCQ-116,mcq,Structure_TiltPanels,PanelConnections,hard,What critical structural connection must be completed before removing temporary bracing from tilt-up panels?,Panels can be unbraced immediately after erection,Permanent connections to roof diaphragm and/or adjacent panels,Only painting needs to be complete,Bracing can be removed after 7 days,1,1,Temporary bracing cannot be removed until permanent lateral support connections to roof structure and/or panel-to-panel connections are complete and verified.,
MCQ-117,mcq,NCC_Health,WetAreas,medium,"In a Class 5 office building with shower facilities, what waterproofing requirements apply?",No waterproofing required in commercial buildings,Waterproofing to AS 3740 for wet areas,Paint-on waterproofing only,Grout sealant is sufficient,1,1,"NCC requires wet area waterproofing in all building classes to prevent water damage, installed in accordance with AS 3740.",
MCQ-118,mcq,Safety_HRW,SiteInduction,easy,"Before commencing work on a commercial construction site, what must all workers complete?",Nothing specific is required,Site-specific safety induction,Only supervisors need induction,General construction card only,1,1,"All workers must complete a site-specific safety induction covering hazards, safety procedures, and emergency protocols before commencing work.",
MCQ-119,mcq,Regs_Permits,BuildingInformation,medium,"Under Building Regulations 2018, what building information must the RBS provide to council upon completion of building work?",Building permit only,"Certificate of final inspection, inspection records, and specified documentation",No documentation required for commercial buildings,Photos of the building only,1,1,"Regulation 203 requires RBS to provide council with certificate of final inspection, mandatory inspection records, and other specified documents.",
MCQ-120,mcq,NCC_Fire,SoleOccupancyUnits,medium,"In a Class 5 office building, can individual office tenancies be considered sole-occupancy units?","Yes, all individual offices are sole-occupancy units","No, Class 5 buildings do not have sole-occupancy units",Only if they are separately tenanted and fire separated,Only if they exceed 200m² in area,1,1,"By NCC definition, sole-occupancy units apply primarily to Class 2, 3, and 4 buildings (residential). Class 5 office buildings generally do not contain sole-occupancy units.",
PLAN-007,plan,Structure_Slabs,ExpansionJoints,medium,"On a plan showing a 60m x 40m concrete slab for a Class 8 warehouse, mark the recommended locations for control joints or construction joints. Explain your reasoning based on concrete shrinkage control principles.",,,,,,4,,Award marks for: (1) Understanding that large slabs require joints to control cracking (2) Spacing joints at approximately 5-6m intervals in each direction (3) Creating approximately square panels (4) Demonstrating knowledge of AS 3600 concrete shrinkage control principles.
MCQ-121,mcq,Act_Permits,PermitApplicability,medium,Which of the following works requires a building permit in Victoria?,Repainting external walls,Installing a new HVAC system on the roof,Replacing broken windows with identical units,Replacing damaged floor tiles,1,1,"Installing new building services like HVAC systems typically requires a building permit, while like-for-like replacements and maintenance generally do not.",
MCQ-122,mcq,Business_FitProper,ExternalAdministration,hard,"If an applicant for commercial builder registration was a director of a company that went into external administration, what additional requirement applies?",Automatic refusal of registration,Completion of External Administration Declaration form,No additional requirement,Five year waiting period,1,1,Applicants who were directors of companies in external administration must complete an External Administration Declaration form as part of the fit and proper person assessment.,
MCQ-123,mcq,NCC_Services,FireHoseReels,medium,Are fire hose reels required in Class 5 office buildings under NCC Volume One?,Always required,Required based on building size and specific NCC criteria,Never required in Class 5,Only if the building is not sprinklered,1,1,"NCC Section E specifies when fire hose reels are required in Class 5 buildings based on floor area, occupant numbers, and other factors.",
MCQ-124,mcq,Structure_Steel,Corrosion Protection,medium,"For structural steel in an industrial building exposed to moderate corrosion risk, what protection is typically specified?",No protection required,Paint coating system to AS 2312,Stainless steel only,Galvanising in all cases,1,1,Structural steel corrosion protection typically involves multi-coat paint systems designed to AS 2312 based on the corrosion category and exposure.,
MCQ-125,mcq,Safety_HRW,FallArrestSystems,medium,"When using a personal fall arrest system (harness and lanyard), what is the minimum requirement for the anchor point?",Any structural member,Anchor point rated for 15kN and installed by competent person,Standard scaffold tube,No specific requirement,1,1,"Fall arrest anchor points must be rated for 15kN (minimum), properly installed and certified by a competent person, and used with compatible equipment.",
PLAN-008,plan,NCC_Egress,AccessiblePaths,hard,"On a ground floor plan of a Class 6 retail building, mark an accessible continuous path of travel from the accessible parking space through the entry and to the main retail area. Show ramp locations if level changes occur, and indicate any areas where accessible facilities must be provided.",,,,,,5,,Award marks for: (1) Continuous accessible path from parking to building entry (2) Ramps where required (maximum 1:8 gradient) (3) Doorway widths minimum 850mm clear (4) Path to accessible sanitary facilities (5) Compliance with NCC Part D4 access requirements.
MCQ-126,mcq,Regs_ProtectionWork,AS2601,medium,AS 2601 'The Demolition of Structures' requires what precautions before demolition commences?,Notification only,"Structural assessment, services isolation, hazard identification, and method statement",Insurance only,No specific precautions,1,1,"AS 2601 requires comprehensive pre-demolition assessment including structural stability, services disconnection, hazardous materials identification, and detailed demolition methodology.",
MCQ-127,mcq,NCC_Fire,Lightweight Construction,hard,"In a Class 2 building, lightweight construction fire-resisting elements require what additional consideration?",No additional requirements,Mandatory inspection at each storey under Regulation 172,Double the specified FRL,Can only be used in Type C buildings,1,1,"Regulation 172 requires mandatory inspection of lightweight construction elements required to resist fire spread in each storey of Class 2, 3, and 4 buildings.",
MCQ-128,mcq,Act_Enforcement,ComplianceNotices,medium,Can a building order require demolition of non-compliant building work?,"No, building orders only require repairs","Yes, if work cannot be made compliant by other means",Only the Supreme Court can order demolition,Demolition is never permitted,1,1,"Building orders can require demolition, removal, or rectification of non-compliant work when necessary to achieve compliance with the Act and Regulations.",
MCQ-129,mcq,Regs_ESM,OccupancyPermitDisplay,easy,Where must an occupancy permit be displayed in a commercial building?,It does not need to be displayed,At the approved location specified in regulations (typically near main entry),In the builder's office only,Only provided to the owner,1,1,Occupancy permits must be displayed at the approved location (typically near the main public entrance) where it can be read by the public.,
MCQ-130,mcq,Structure_Slabs,SlabOnGround,medium,"For a concrete slab-on-ground for a Class 8 warehouse with point loads from racking, what design standard typically applies?",No standard required,AS 3600 and AS 2870 for residential slabs,AS 3600 with specific design for point loads and traffic,Only builder's experience,2,1,"Industrial slabs require design to AS 3600 considering specific point loads, traffic patterns, and soil conditions - AS 2870 is primarily for residential.",
MCQ-131,mcq,NCC_Health,StairDimensions,medium,"For a non-required stairway in a Class 5 office building (not serving as an exit), what is the minimum tread depth?",190mm,240mm,280mm,No minimum specified,1,1,"NCC Part D3 requires minimum tread depth of 240mm for stairways in Class 5-9 buildings, whether required exits or not.",
PLAN-009,plan,Safety_HRW,CraneOperatingZone,medium,"On a site plan for a commercial construction project, mark safe crane operating zones, exclusion zones under the crane radius, and any areas requiring overhead protection for pedestrians or adjacent properties.",,,,,,4,,Award marks for: (1) Identifying crane slewing radius and operating zone (2) Marking exclusion zones under hook radius (3) Showing pedestrian protection where crane operates over public areas (4) Understanding site safety planning and AS 2550 crane safety principles.
MCQ-132,mcq,Business_FitProper,RegistrationRenewal,easy,How often must commercial builder registration be renewed in Victoria?,Every year,Every two years,Every five years,Registration is permanent,0,1,"Building practitioner registration in Victoria must be renewed annually, with annual fees and insurance requirements.",
MCQ-133,mcq,NCC_Fire,AlarmSystems,medium,What type of fire alarm system does NCC typically require for a four-storey Class 5 office building?,No alarm required,Domestic smoke alarms only,Fire detection and alarm system to AS 1670.1,Manual call points only,2,1,"Multi-storey Class 5 buildings typically require fire detection and alarm systems designed to AS 1670.1, including smoke detection and alarm provisions.",
MCQ-134,mcq,Act_Permits,PermitCancellation,medium,Under what circumstances can a building permit be cancelled?,At the builder's request at any time,"When obtained by fraud, or on application by the permit holder with RBS approval",Building permits cannot be cancelled once issued,Only by court order,1,1,"Building permits can be cancelled if obtained by fraud or misrepresentation, or on application by the permit holder with RBS approval if work has not substantially commenced.",
MCQ-135,mcq,Safety_HRW,SilicaDust,medium,"When cutting concrete or masonry on a construction site, what control measure is required for silica dust?",No controls required,Water suppression or on-tool extraction and respiratory protection,Ventilation fans only,Dust is only hazardous indoors,1,1,"Crystalline silica dust is a serious health hazard requiring water suppression, on-tool dust extraction, and appropriate respiratory protection when cutting concrete or masonry.",
MCQ-136,mcq,Regs_Inspections,FootingInspection,easy,When must footings be inspected before concrete is poured?,After concrete is poured,When excavation is complete and reinforcement is in place,Inspection is optional for commercial buildings,Only visual inspection by builder required,1,1,"Footing inspection is a prescribed mandatory notification stage - inspection must occur when excavation is complete and reinforcement installed, before pouring concrete.",
PLAN-010,plan,Structure_Slabs,LoadingDockLayout,medium,"On a plan of a Class 8 warehouse, design and mark the loading dock area. Show dock leveller positions, truck maneuvering space, and any fall protection requirements at the dock edge. Include minimum dimensions based on typical semi-trailer access.",,,,,,4,,Award marks for: (1) Adequate truck maneuvering space (minimum 30m approach) (2) Dock leveller positions at appropriate spacing (3) Edge protection or safety barriers at dock edges (4) Understanding practical loading dock layout and safety requirements.
MCQ-137,mcq,NCC_Services,MechanicalVentilation,medium,"In a Class 6 retail building without natural ventilation, what standard governs the mechanical ventilation system design?",No standard applies,AS 1668.2 for mechanical ventilation,AS 3666 for air handling systems only,Local council requirements only,1,1,NCC Section F references AS 1668.2 for the design of mechanical ventilation systems in commercial buildings.,
MCQ-138,mcq,Structure_TiltPanels,PanelJoints,hard,Vertical joints between tilt-up panels typically require what treatment?,No treatment necessary,Sealant or backing rod with appropriate fire and weather rating,Mortar only,Gap is left unfilled,1,1,Panel joints require proper sealing with backing rods and sealants that accommodate movement while providing fire resistance and weatherproofing as required.,
MCQ-139,mcq,Act_Enforcement,ProsecutionTimeframes,hard,What is the general time limit for commencing prosecution for offences under the Building Act 1993?,6 months from the offence,2 years from the offence or 1 year from discovery (whichever is later),No time limit,5 years from the offence,1,1,"Building Act offences generally have a 2-year limitation period from when the offence occurred, or 1 year from when the Authority became aware, whichever is later.",
MCQ-140,mcq,Regs_ESM,AnnualESMReport,medium,Who is responsible for arranging the annual essential safety measures maintenance and submitting the report?,The original builder,The building owner,The occupier or tenant,The municipal building surveyor,1,1,The building owner is responsible for ensuring ESM maintenance is carried out and the annual report is submitted to the municipal building surveyor.,
MCQ-141,mcq,NCC_Fire,RoofConstruction,medium,"In a Type B construction Class 5 building, what fire resistance is typically required for the roof?",90/90/90 FRL in all cases,Depends on roof covering material and separation distance to boundary,No FRL required for roofs,60/60/60 minimum,1,1,"Roof FRL requirements depend on the roof covering material, distance to boundary, and building type - many roofs have reduced or no FRL requirements under NCC concessions.",
PLAN-011,plan,NCC_Health,NaturalLightVentilation,medium,"On a floor plan of a Class 3 boarding house, identify rooms requiring natural light and ventilation. For each habitable room, indicate the minimum window area required as a percentage of floor area according to NCC Volume One.",,,,,,4,,Award marks for: (1) Identifying bedrooms and living areas as habitable rooms (2) Understanding typical 10% natural light requirement (3) Understanding 5% ventilation opening requirement (4) Correct application of NCC Part F health and amenity provisions for Class 3.
MCQ-142,mcq,Safety_HRW,FormworkSafety,medium,"Before removing formwork from concrete structural elements, what must be confirmed?",Minimum 7 days has elapsed,Concrete has achieved the strength specified by engineer and formwork can be safely removed,Weather is suitable only,No specific requirements,1,1,Formwork removal requires confirmation that concrete has achieved adequate strength per engineering specifications and that removal can be safely performed.,
MCQ-143,mcq,Business_FitProper,SupervisionRequirements,hard,Can a Commercial Builder (Medium Rise) supervise multiple concurrent projects?,"No, only one project at a time","Yes, provided adequate supervision is maintained for each project",Only if projects are on adjacent sites,Maximum of two projects,1,1,Registered builders can supervise multiple projects provided they can adequately supervise and be responsible for all work under their registration.,
MCQ-144,mcq,NCC_Egress,Balustrades,medium,"What minimum height is required for balustrades on accessible balconies, landings and stairways in Class 5 buildings?",865mm,1000mm,1200mm,No minimum specified,1,1,NCC requires minimum 1000mm height for balustrades in commercial buildings (Class 5-9) to prevent falls.,
MCQ-145,mcq,Regs_Permits,PermitFees,easy,What fee is payable when a building permit is issued in Victoria?,No fee is required,RBS fee and building permit levy,Council fee only,VBA registration fee only,1,1,Building permits require payment of the RBS fee (to the surveyor) and the building permit levy (percentage of building cost to the State).,
PLAN-012,plan,NCC_Fire,ExitSignage,medium,"On a typical floor plan of a Class 5 office building, mark the locations where exit signs and directional exit signs must be installed in accordance with NCC Volume One requirements. Show signs at exits and at points where the direction to exits is not obvious.",,,,,,4,,Award marks for: (1) Exit signs at all required exits (2) Directional signs at circulation decision points (3) Signs visible from all directions of approach (4) Understanding NCC Part E exit sign requirements.
MCQ-146,mcq,Act_Permits,SiteSurveys,medium,When is a land surveyor's set-out typically required for commercial building construction?,Never required,For all commercial buildings,"When building is near boundaries, requires accurate positioning, or as specified by permit",Only for buildings exceeding 25m height,2,1,"Licensed surveyor set-out is typically required when buildings are close to boundaries, when accurate positioning is critical, or when specified as a permit condition.",
MCQ-147,mcq,Structure_Steel,StructuralDrawings,medium,Structural steel fabrication and erection must be carried out in accordance with what documentation?,Builder's sketches only,"Engineer's drawings and specifications, and AS 4100",Fabricator's standard details,No specific documentation required,1,1,"Structural steel work must comply with the structural engineer's drawings and specifications, designed to AS 4100 for steel structures.",
MCQ-148,mcq,NCC_Services,StormwaterDrainage,medium,How must stormwater be disposed of from a commercial building in Victoria?,To adjoining properties,"To a legal point of discharge (council system, water course, or rainwater tank)",To the street kerb only,No specific requirement,1,1,"NCC and plumbing regulations require stormwater be discharged to a legal point of discharge - council system, natural watercourse, or retained on site.",
MCQ-149,mcq,Safety_HRW,ManualHandling,easy,What is the primary approach to managing manual handling risks on construction sites?,Training workers only,Eliminating or minimizing manual handling through mechanical aids and work design,Back support belts,Warning signs,1,1,"The hierarchy of controls for manual handling prioritizes eliminating manual handling or using mechanical aids (cranes, forklifts, trolleys) over relying on worker technique.",
MCQ-150,mcq,Regs_ProtectionWork,FootpathProtection,medium,"When construction work affects a public footpath, what protection measures are typically required?",Warning signs only,"Hoarding, overhead protection if required, and safe pedestrian access",Work must not affect footpaths,Notification only,1,1,"Work affecting public footpaths requires appropriate hoarding, overhead protection for falling objects, maintained pedestrian access, and compliance with council permits.",
